  Time[s]  W_orig[kg]  W_clean[kg]  W_interp[kg]  Disch[l/s]
 7135   48.82   48.82   48.82    1.02
 7146   49.13   49.13   49.13    1.03
 7156   49.08   49.08   49.08    1.03
 7166   48.89   48.89   48.89    1.03
 7176   49.00   49.00   49.00    1.03
 7186   50.66 -999.00   49.03    1.03
 7196   49.07   49.07   49.07    1.03
 7206   51.89 -999.00   48.97    1.03
 7216   48.87   48.87   48.87    1.03
 7227   48.98   48.98   48.98    1.03
 7237   48.81   48.81   48.81    1.03
 7247   48.89   48.89   48.89    1.03
 7257   49.92 -999.00   49.07    1.04
 7273   49.37   49.37   49.37    1.04
 7283   49.00   49.00   49.00    1.03
 7293   49.40 -999.00   49.02    1.03
 7303   49.03   49.03   49.03    1.03
 7313   49.27   49.27   49.27    1.03
 7324   49.24   49.24   49.24    1.03
 7334   49.19   49.19   49.19    1.03
 7344   49.26   49.26   49.26    1.03
 7354   49.18   49.18   49.18    1.03
 7364   49.24   49.24   49.24    1.03
 7374   49.37   49.37   49.37    1.03
 7385   51.86 -999.00   49.40    1.03
 7395   49.42   49.42   49.42    1.03
 7405   50.16 -999.00   49.33    1.03
 7415   49.24   49.24   49.24    1.03
 7425   49.29   49.29   49.29    1.03
 7435   50.61 -999.00   49.35    1.03
 7445   49.40   49.40   49.40    1.03
 7455   49.35   49.35   49.35    1.03
 7465   49.48   49.48   49.48    1.03
 7475   49.34   49.34   49.34    1.03
 7486   49.47   49.47   49.47    1.03
 7496   49.18   49.18   49.18    1.03
 7506   49.16   49.16   49.16    1.03
 7516   49.23   49.23   49.23    1.03
 7526   49.29   49.29   49.29    1.03
 7536   49.27   49.27   49.27    1.03
 7546   49.42   49.42   49.42    1.03
 7557   49.66   49.66   49.66    1.03
 7567   49.60   49.60   49.60    1.03
 7577   49.24   49.24   49.24    1.03
 7587   49.32   49.32   49.32    1.03
 7597   50.24 -999.00   49.38    1.03
 7607   49.43   49.43   49.43    1.03
 7617   50.16 -999.00   49.36    1.03
 7627   49.29   49.29   49.29    1.03
 7644   49.43   49.43   49.43    1.03
 7654   49.55   49.55   49.55    1.03
 7664   49.56   49.56   49.56    1.03
 7674   49.45   49.45   49.45    1.03
 7684   49.55   49.55   49.55    1.03
 7694   49.51   49.51   49.51    1.03
 7704   49.51   49.51   49.51    1.03
 7714   49.51   49.51   49.51    1.03
 7725   50.00 -999.00   49.45    1.03
 7735   49.39   49.39   49.39    1.03
 7745   49.72 -999.00   49.44    1.03
 7755   49.50   49.50   49.50    1.03
 7765   49.55   49.55   49.55    1.03
 7775   51.47 -999.00   49.61    1.03
 7785   49.68   49.68   49.68    1.03
 7795   49.66   49.66   49.66    1.03
 7806   49.85 -999.00   49.68    1.03
 7816   49.69   49.69   49.69    1.03
 7826   49.76   49.76   49.76    1.03
 7836   49.84   49.84   49.84    1.03
 7846   49.80   49.80   49.80    1.03
 7856   49.72   49.72   49.72    1.03
 7866   49.76   49.76   49.76    1.03
 7876   50.04 -999.00   49.79    1.03
 7886   49.82   49.82   49.82    1.03
 7896   49.87   49.87   49.87    1.03
 7906   49.92   49.92   49.92    1.03
 7917   49.84   49.84   49.84    1.03
 7927   49.74   49.74   49.74    1.03
 7937   49.95 -999.00   49.76    1.03
 7947   49.79   49.79   49.79    1.03
 7957   50.74 -999.00   49.87    1.03
 7974   50.01   50.01   50.01    1.03
 7984   49.88   49.88   49.88    1.03
 7994   49.84   49.84   49.84    1.03
 8005   49.95   49.95   49.95    1.03
 8015   49.90   49.90   49.90    1.03
 8025   49.84   49.84   49.84    1.03
 8035   49.82   49.82   49.82    1.03
 8045   49.95   49.95   49.95    1.03
 8055   49.82   49.82   49.82    1.03
 8065   49.79   49.79   49.79    1.03
 8076   50.00   50.00   50.00    1.03
 8086   49.93   49.93   49.93    1.03
 8096   49.71   49.71   49.71    1.03
 8106   49.71   49.71   49.71    1.03
 8116   49.98   49.98   49.98    1.03
 8126   49.90   49.90   49.90    1.03
 8136   50.04   50.04   50.04    1.04
 8146   50.17   50.17   50.17    1.03
 8156   50.09   50.09   50.09    1.03
 8167   50.04   50.04   50.04    1.03
 8177   50.14   50.14   50.14    1.03
 8187   50.13   50.13   50.13    1.03
 8197   49.96   49.96   49.96    1.03
 8207   50.03   50.03   50.03    1.03
 8217   49.98   49.98   49.98    1.03
 8227   50.19   50.19   50.19    1.03
 8242   50.03   50.03   50.03    1.03
 8253   50.03   50.03   50.03    1.03
 8263   50.00   50.00   50.00    1.03
 8273   50.17   50.17   50.17    1.03
 8283   50.54   50.54   50.54    1.04
 8293   50.85 -999.00   50.25    1.03
 8303   49.95   49.95   49.95    1.03
 8313   49.96   49.96   49.96    1.03
 8323   50.09   50.09   50.09    1.03
 8333   49.93   49.93   49.93    1.03
 8343   49.95   49.95   49.95    1.03
 8354   50.61 -999.00   50.07    1.03
 8364   50.19   50.19   50.19    1.03
 8374   50.04   50.04   50.04    1.03
 8384   52.94 -999.00   50.01    1.03
 8394   49.98   49.98   49.98    1.03
 8404   50.09   50.09   50.09    1.03
 8414   50.19   50.19   50.19    1.03
 8424   50.08   50.08   50.08    1.03
 8434   50.25   50.25   50.25    1.03
 8444   50.24   50.24   50.24    1.03
 8454   50.29   50.29   50.29    1.03
 8464   50.14   50.14   50.14    1.03
 8475   50.48   50.48   50.48    1.03
 8485   50.51   50.51   50.51    1.03
 8495   50.30   50.30   50.30    1.03
 8505   50.32   50.32   50.32    1.03
 8515   50.41   50.41   50.41    1.03
 8525   50.27   50.27   50.27    1.03
 8535   50.25   50.25   50.25    1.03
 8545   50.45 -999.00   50.27    1.03
 8555   50.29   50.29   50.29    1.03
 8565   51.19 -999.00   50.43    1.03
 8575   50.57   50.57   50.57    1.03
 8586   50.54   50.54   50.54    1.03
 8596   50.64   50.64   50.64    1.03
 8606   50.54   50.54   50.54    1.03
 8616   50.74 -999.00   50.50    1.04
 8626   50.46   50.46   50.46    1.03
 8636   50.54   50.54   50.54    1.03
 8646   50.64   50.64   50.64    1.03
 8656   50.61   50.61   50.61    1.03
 8666   52.02 -999.00   50.66    1.03
 8676   50.70   50.70   50.70    1.03
 8686   50.62   50.62   50.62    1.03
 8697   50.72   50.72   50.72    1.03
 8707   50.77   50.77   50.77    1.03
 8717   50.94   50.94   50.94    1.03
 8727   50.82   50.82   50.82    1.03
 8737   50.99 -999.00   50.73    1.03
 8752   50.59   50.59   50.59    1.03
 8763   50.82 -999.00   50.62    1.03
 8773   50.66   50.66   50.66    1.03
 8783   52.18 -999.00   50.75    1.03
 8793   50.85   50.85   50.85    1.03
 8803   50.74   50.74   50.74    1.03
 8814   50.98   50.98   50.98    1.03
 8824   50.88   50.88   50.88    1.03
 8834   50.99   50.99   50.99    1.03
 8844   50.91   50.91   50.91    1.03
 8854   51.04   51.04   51.04    1.03
 8864   50.85   50.85   50.85    1.03
 8874   52.55 -999.00   50.96    1.03
 8884   51.07   51.07   51.07    1.03
 8894   51.14   51.14   51.14    1.03
 8904   50.99   50.99   50.99    1.03
 8914   51.07   51.07   51.07    1.03
 8925   51.01   51.01   51.01    1.03
 8935   51.14   51.14   51.14    1.03
 8945   51.04   51.04   51.04    1.03
 8955   51.07   51.07   51.07    1.03
 8965   51.02   51.02   51.02    1.03
 8975   51.12   51.12   51.12    1.03
 8985   52.36 -999.00   51.08    1.03
 8995   51.04   51.04   51.04    1.03
 9006   51.25   51.25   51.25    1.03
 9016   51.63   51.63   51.63    1.03
 9026   51.65   51.65   51.65    1.04
 9036   51.28   51.28   51.28    1.03
 9046   51.83 -999.00   51.30    1.03
 9056   51.31   51.31   51.31    1.03
 9066   51.41   51.41   51.41    1.03
 9076   51.36   51.36   51.36    1.03
 9086   51.54 -999.00   51.35    1.03
 9096   51.35   51.35   51.35    1.03
 9107   51.52 -999.00   51.34    1.03
 9117   51.33   51.33   51.33    1.03
 9127   52.21 -999.00   51.38    1.03
 9137   51.43   51.43   51.43    1.03
 9147   51.44   51.44   51.44    1.03
 9157   51.43   51.43   51.43    1.03
 9173   51.55   51.55   51.55    1.03
 9183   51.35   51.35   51.35    1.03
 9193   51.52   51.52   51.52    1.03
 9203   51.46   51.46   51.46    1.03
 9213   51.49   51.49   51.49    1.03
 9223   51.60   51.60   51.60    1.03
 9233   51.72   51.72   51.72    1.03
 9243   51.47   51.47   51.47    1.03
 9254   51.76   51.76   51.76    1.03
 9264   54.17 -999.00   51.76    1.03
 9274   51.76   51.76   51.76    1.03
 9284   51.76   51.76   51.76    1.03
 9294   51.52   51.52   51.52    1.03
 9304   51.65   51.65   51.65    1.03
 9314   51.60   51.60   51.60    1.03
 9325   51.76   51.76   51.76    1.03
 9335   51.59   51.59   51.59    1.03
 9345   51.75 -999.00   51.58    1.03
 9355   51.57   51.57   51.57    1.03
 9365   51.60   51.60   51.60    1.03
 9375   51.97   51.97   51.97    1.03
 9385   51.84   51.84   51.84    1.03
 9395   51.88   51.88   51.88    1.03
 9406   51.62   51.62   51.62    1.04
 9416   51.76   51.76   51.76    1.03
 9426   51.76   51.76   51.76    1.03
 9436   52.04 -999.00   51.75    1.03
 9446   51.73   51.73   51.73    1.03
 9456   52.00   52.00   52.00    1.03
 9466   51.96   51.96   51.96    1.03
 9476   51.99   51.99   51.99    1.03
 9487   51.81   51.81   51.81    1.03
 9497   51.92   51.92   51.92    1.03
 9507   52.00   52.00   52.00    1.03
 9517   51.92   51.92   51.92    1.03
 9527   52.41 -999.00   51.87    1.03
 9537   51.81   51.81   51.81    1.03
 9547   51.80   51.80   51.80    1.03
 9557   51.88   51.88   51.88    1.03
 9567   51.97   51.97   51.97    1.03
 9583   51.96   51.96   51.96    1.03
 9593   51.94   51.94   51.94    1.03
 9603   52.12 -999.00   51.94    1.03
 9613   51.94   51.94   51.94    1.03
 9623   51.89   51.89   51.89    1.03
 9633   54.83 -999.00   51.95    1.03
 9644   52.02   52.02   52.02    1.03
 9654   52.13   52.13   52.13    1.03
 9664   52.02   52.02   52.02    1.03
 9674   52.12   52.12   52.12    1.03
 9684   52.05   52.05   52.05    1.03
 9694   51.84   51.84   51.84    1.03
 9704   51.91   51.91   51.91    1.03
 9714   52.15   52.15   52.15    1.03
 9724   52.34   52.34   52.34    1.03
 9735   52.28   52.28   52.28    1.03
 9745   52.45 -999.00   52.25    1.03
 9755   52.21   52.21   52.21    1.03
 9765   52.31   52.31   52.31    1.03
 9775   52.36   52.36   52.36    1.03
 9785   52.44   52.44   52.44    1.03
 9795   52.34   52.34   52.34    1.03
 9805   52.23   52.23   52.23    1.03
 9815   52.28   52.28   52.28    1.03
 9825   52.21   52.21   52.21    1.03
 9835   52.26   52.26   52.26    1.03
 9846   52.50   52.50   52.50    1.03
 9856   52.39   52.39   52.39    1.03
 9866   52.86 -999.00   52.45    1.04
 9876   52.52   52.52   52.52    1.03
 9886   52.47   52.47   52.47    1.03
 9896   55.79 -999.00   53.92    1.03
 9906   55.36   55.36   55.36    1.03
 9916   52.42   52.42   52.42    1.03
 9926   52.61   52.61   52.61    1.03
 9936   52.60   52.60   52.60    1.03
 9947   55.44 -999.00   52.47    1.03
 9957   52.36   52.36   52.36    1.03
 9967   52.69   52.69   52.69    1.03
 9977   54.75 -999.00   52.54    1.03
 9987   52.39   52.39   52.39    1.03
 9997   52.33   52.33   52.33    1.03
10007   52.44   52.44   52.44    1.03
10023   52.55   52.55   52.55    1.03
10033   52.47   52.47   52.47    1.03
10043   52.53   52.53   52.53    1.03
10053   52.81 -999.00   52.53    1.03
10063   52.53   52.53   52.53    1.03
10073   52.45   52.45   52.45    1.03
10083   52.45   52.45   52.45    1.03
10093   52.65   52.65   52.65    1.03
10103   52.65   52.65   52.65    1.03
10113   52.66   52.66   52.66    1.04
10124   52.61   52.61   52.61    1.03
10134   52.61   52.61   52.61    1.03
10144   52.68   52.68   52.68    1.03
10154   52.61   52.61   52.61    1.03
10164   52.60   52.60   52.60    1.03
10174   52.66   52.66   52.66    1.03
10184   52.86   52.86   52.86    1.03
10194   52.71   52.71   52.71    1.03
10204   52.63   52.63   52.63    1.03
10214   52.79   52.79   52.79    1.03
10224   52.74   52.74   52.74    1.03
10234   52.79   52.79   52.79    1.03
10245   53.77 -999.00   52.85    1.03
10255   52.90   52.90   52.90    1.03
10265   52.82   52.82   52.82    1.03
10275   52.87   52.87   52.87    1.03
10285   52.78   52.78   52.78    1.03
10295   52.79   52.79   52.79    1.03
10305   55.10 -999.00   52.81    1.03
10315   52.82   52.82   52.82    1.03
10326   52.90   52.90   52.90    1.03
10336   52.79   52.79   52.79    1.03
10346   52.98   52.98   52.98    1.03
10356   52.92   52.92   52.92    1.03
10366   52.89   52.89   52.89    1.03
10376   53.95 -999.00   52.94    1.04
10386   52.98   52.98   52.98    1.03
10396   53.19   53.19   53.19    1.03
10406   54.81 -999.00   53.33    1.03
10417   53.48   53.48   53.48    1.03
10427   54.01 -999.00   53.32    1.03
10437   53.16   53.16   53.16    1.03
10447   53.26   53.26   53.26    1.03
10457   55.79 -999.00   53.17    1.03
10467   53.08   53.08   53.08    1.03
10477   54.80 -999.00   53.10    1.03
10487   53.11   53.11   53.11    1.03
10497   53.13   53.13   53.13    1.03
10507   53.22   53.22   53.22    1.03
10517   53.13   53.13   53.13    1.03
10527   53.31   53.31   53.31    1.03
10542   53.19   53.19   53.19    1.03
10553   53.14   53.14   53.14    1.03
10563   53.18   53.18   53.18    1.03
10574   53.48   53.48   53.48    1.03
10584   54.01 -999.00   53.32    1.03
10594   53.16   53.16   53.16    1.03
10604   53.26   53.26   53.26    1.03
10614   53.40   53.40   53.40    1.03
10624   53.43   53.43   53.43    1.03
10634   53.24   53.24   53.24    1.03
10644   53.24   53.24   53.24    1.03
10654   53.26   53.26   53.26    1.03
10665   53.56 -999.00   53.29    1.03
10675   53.32   53.32   53.32    1.03
10685   53.50   53.50   53.50    1.03
10695   53.67 -999.00   53.43    1.03
10705   53.35   53.35   53.35    1.03
10715   53.35   53.35   53.35    1.03
10725   53.29   53.29   53.29    1.03
10735   53.53   53.53   53.53    1.03
10745   53.85 -999.00   53.50    1.03
10756   53.47   53.47   53.47    1.03
10766   53.47   53.47   53.47    1.03
10776   53.31   53.31   53.31    1.03
10786   53.48   53.48   53.48    1.03
10796   53.72 -999.00   53.44    1.03
10806   53.40   53.40   53.40    1.03
10816   53.43   53.43   53.43    1.03
10826   53.53   53.53   53.53    1.03
10836   53.40   53.40   53.40    1.03
10846   53.71   53.71   53.71    1.03
10857   56.00 -999.00   53.63    1.03
10867   53.56   53.56   53.56    1.03
10877   53.67   53.67   53.67    1.03
10887   53.64   53.64   53.64    1.03
10897   53.93   53.93   53.93    1.03
10907   54.22 -999.00   53.75    1.04
10923   53.47   53.47   53.47    1.04
10933   53.59   53.59   53.59    1.03
10943   53.59   53.59   53.59    1.04
10954   53.55   53.55   53.55    1.03
10964   53.75   53.75   53.75    1.03
10974   53.72   53.72   53.72    1.03
10984   53.66   53.66   53.66    1.03
10994   53.67   53.67   53.67    1.03
11004   53.85 -999.00   53.67    1.03
11014   53.67   53.67   53.67    1.03
11024   53.72   53.72   53.72    1.03
11035   53.87   53.87   53.87    1.03
11045   54.03 -999.00   53.76    1.04
11055   53.66   53.66   53.66    1.03
11065   53.72   53.72   53.72    1.03
11075   53.66   53.66   53.66    1.03
11085   53.77   53.77   53.77    1.03
11095   53.66   53.66   53.66    1.03
11105   54.03   54.03   54.03    1.03
11115   53.93   53.93   53.93    1.03
11126   53.79   53.79   53.79    1.03
11136   54.03   54.03   54.03    1.03
11146   54.33 -999.00   53.88    1.04
11156   53.72   53.72   53.72    1.03
11166   53.93   53.93   53.93    1.03
11176   53.84   53.84   53.84    1.03
11186   53.72   53.72   53.72    1.03
11196   54.40 -999.00   53.78    1.03
11207   53.84   53.84   53.84    1.03
11217   53.82   53.82   53.82    1.03
11227   53.82   53.82   53.82    1.04
11237   53.87   53.87   53.87    1.03
11247   53.84   53.84   53.84    1.03
11257   54.14   54.14   54.14    1.04
11267   54.11   54.11   54.11    1.03
11283   54.98 -999.00   54.14    1.03
11293   54.16   54.16   54.16    1.03
11303   54.25   54.25   54.25    1.03
11313   53.88   53.88   53.88    1.03
11323   54.09   54.09   54.09    1.03
11333   53.95   53.95   53.95    1.03
11344   53.93   53.93   53.93    1.03
11354   54.14 -999.00   53.88    1.03
11364   53.82   53.82   53.82    1.03
11374   54.08   54.08   54.08    1.03
11384   54.04   54.04   54.04    1.03
11394   53.92   53.92   53.92    1.03
11404   54.77 -999.00   53.85    1.03
11414   53.79   53.79   53.79    1.03
11425   53.88   53.88   53.88    1.03
11435   54.04   54.04   54.04    1.03
11445   54.06   54.06   54.06    1.03
11455   54.00   54.00   54.00    1.03
11465   53.90   53.90   53.90    1.03
11475   53.96   53.96   53.96    1.03
11485   54.14   54.14   54.14    1.03
11496   55.68 -999.00   54.18    1.03
11506   54.22   54.22   54.22    1.03
11516   54.24   54.24   54.24    1.03
11526   54.20   54.20   54.20    1.04
11536   54.01   54.01   54.01    1.03
11546   54.16   54.16   54.16    1.03
11556   54.20   54.20   54.20    1.03
11566   54.06   54.06   54.06    1.03
11576   54.19   54.19   54.19    1.03
11587   54.16   54.16   54.16    1.03
11597   54.25   54.25   54.25    1.03
11607   54.30   54.30   54.30    1.03
11617   54.22   54.22   54.22    1.04
11627   54.01   54.01   54.01    1.03
11637   54.01   54.01   54.01    1.03
11647   54.01   54.01   54.01    1.03
11662   54.11   54.11   54.11    1.03
11673   54.27   54.27   54.27    1.03
11683   54.20   54.20   54.20    1.03
11693   56.82 -999.00   54.13    1.03
11703   54.06   54.06   54.06    1.03
11713   54.24   54.24   54.24    1.03
11723   54.24   54.24   54.24    1.03
11734   54.48 -999.00   54.26    1.03
11744   54.28   54.28   54.28    1.03
11754   54.24   54.24   54.24    1.03
11764   54.40   54.40   54.40    1.03
11774   54.93 -999.00   54.55    1.03
11784   54.70   54.70   54.70    1.03
11794   54.28   54.28   54.28    1.03
11804   54.37   54.37   54.37    1.03
11814   54.25   54.25   54.25    1.03
